Post ID,Access Restriction Type,Post Update Timestamp,Image 1 Name,Image 1 Height In Pixels,Image 1 Preview Coordinates,Image 1 Width In Pixels,Image 2 Name,Image 2 Height In Pixels,Image 2 Preview Coordinates,Image 2 Width In Pixels,Image 3 Name,Image 3 Height In Pixels,Image 3 Preview Coordinates,Image 3 Width In Pixels,Image 4 Name,Image 4 Height In Pixels,Image 4 Preview Coordinates,Image 4 Width In Pixels,Image 5 Name,Image 5 Height In Pixels,Image 5 Preview Coordinates,Image 5 Width In Pixels,Post Create Timestamp,Post Publish Timestamp,Post Type,Shared Video 1 ID,Post Text
UgkxeLVLD2m0q57Q60UlifzoS9CgW71lv1RP,Everyone,2023-10-10T21:36:19.353341+00:00,UgkxeLVLD2m0q57Q60UlifzoS9CgW71lv1RP_image_1,628,0.158324 0 0.841676 1,919,UgkxeLVLD2m0q57Q60UlifzoS9CgW71lv1RP_image_2,583,0.191534 0 0.808466 1,945,UgkxeLVLD2m0q57Q60UlifzoS9CgW71lv1RP_image_3,583,0.191534 0 0.808466 1,945,,,,,,,,,2023-10-10T21:36:19.353341+00:00,2023-10-10T21:36:19.353341+00:00,Image,,"{""text"":""The Google Drive access/login page for the account I used to stash the darkweb ipad files earlier this year (after Florida) will let me view my own files again. About a month ago, I was propositioned to request (whom, precisely?) an unspecified external deity of my account access to Drive, though not Gmail. I wanted to document that F-up of Google's accounting for recently created (let's call this 2013 and beyond) accounts which are intended to be more disposable than ever. The maxieds username I registered in 2005 has only minor annoyances, such as those we recount (less famously, but still pissed off enough about the situation) here:\n\n++ LINK: ""},{""text"":""https://github.com/maxieds/GEyesThemes/tree/master/FuckTrump"",""link"":{""linkUrl"":""https://github.com/maxieds/GEyesThemes/tree/master/FuckTrump""}},{""text"":"" [LINK DESCRIPTION: Github-maxieds-GEyesThemes-subdirectory_FuckTrump]\n\nLittle Zach (of 'lil X and 'lil Y dropping a rap album with red hair and Hellraiser cornrows fame: Yeah, I'd do the recording. And, no, I wouldn't release it... What if we dropped a single? To some hesitation) wouldn't f-ck that one up today. Daddy might come down (as well he should - double entendre - new word up for the boy, teenage Satan in training) to kill him over it, right? Tell the kid no, or something. Even meaner as Tool would have sung in 1996: Learn to swim, a-shole(s)!\n\n---- My TODO list to data mine (or have someone with the master key password excavate for me, better yet) includes the following: ----\n\n++ (TODO) Find a video like the one I remember seeing on CNN in 2015 (possibly through ROKU TV) showing the eerie 503/Jalesco death cab imagery I narrowly avoided in 'Casper WY' at the hands of a uniformed Church of Satan member who knew McDonald personally. Turns out, just like the Twilight Zone episode with the man and his dog who keep walking, Hell wouldn't take the cat -- and I'm not leaving without Kushy Bear coming with me. \n\n++ (TODO) Similarly, 2013-era NASCAR on ESPN scenery from Yellowstone National Park (South America, we think somewhere in Colombia, or possibly Argentina, or Antarctica) with jeering crowds, Mark Martin for mayor, T-Rex (dino extinction reference) and yellow colored clothing with gorilla masks. Surely, something to point to is online somewhere off search engine censored link deletion policy sites. Stay off main street?\n\n++  (TODO) Go back to my handwritten notes to recover the full text of the Spokeo link for Missy Schmidt (and her relatives) I found listing me as a slave for purchase in 'Casper WY'. It was pasted into the federal employee / Tesla navigation video (below) full text as Debbie Fox bullied me out of my paid hotel room in Casper with a badly shattered right elbow. I remember trying to preserve a copy (one attempt went through) on the local network's version of archive.org sitting at a computer lab in the WyoRescueMission (more links to their network internals and accounting architecture when I get back around to it). The animal control people in Casper were very, very good and extremely kind to me and Kush both - thank you so much for that :) \n++ LINK: ""},{""text"":""https://youtu.be/kauCzrwGk6A"",""videoLink"":{""externalVideoId"":""kauCzrwGk6A""}},{""text"":"" [VIDEO ID: kauCzrwGk6A]""}"
UgkxJzctyNasOTdRYuyqPFkbrx1wXLMyU6ZS,Everyone,2023-10-09T18:35:59.842665+00:00,UgkxJzctyNasOTdRYuyqPFkbrx1wXLMyU6ZS_image_1,2448,0.125 0 0.875 1,3264,UgkxJzctyNasOTdRYuyqPFkbrx1wXLMyU6ZS_image_2,1520,0 0.263158 1 0.736842,720,,,,,,,,,,,,,2023-10-09T18:35:59.842665+00:00,2023-10-09T18:35:59.842665+00:00,Image,,"{""text"":""More relevant links in playlists to follow (and below in this post):\n* Checkout: ""},{""text"":""https://postimg.cc/gallery/BXyjp93"",""link"":{""linkUrl"":""https://postimg.cc/gallery/BXyjp93""}},{""text"":"" (postimg-cc-gallery-BXyjp93)\n* Apparent source of Trump's support for AR/VR/METAverse/Web3.0 horrific gaming fests is seen in the next video link to a 1996-era PC Gamer magazine CD-ROM insert. Here, the avid elementary schooler has to hotwire an elevator to go down to the basement offices to play game demos of the time. Tunneling BENEATH Hell to do this: So you say there's real estate available BENEATH Hell? I hadn't heard about that yet. I must invest. It's going to be big, big, big, bigger than the devil... LINK: ""},{""text"":""https://youtu.be/g1dRNdPtUJc?si=9KaWvtoOslzHvsSd"",""videoLink"":{""externalVideoId"":""g1dRNdPtUJc""}}"
UgkxCl8gL0XCPyH0TAw2C2Z46vWigmb5rvte,Everyone,2023-10-10T21:05:54.978929+00:00,UgkxCl8gL0XCPyH0TAw2C2Z46vWigmb5rvte_image_1,1620,0.125 0 0.875 1,2160,UgkxCl8gL0XCPyH0TAw2C2Z46vWigmb5rvte_image_2,1620,0.125 0 0.875 1,2160,UgkxCl8gL0XCPyH0TAw2C2Z46vWigmb5rvte_image_3,1620,0.125 0 0.875 1,2160,UgkxCl8gL0XCPyH0TAw2C2Z46vWigmb5rvte_image_4,1620,0.125 0 0.875 1,2160,,,,,2023-10-09T18:27:42.958898+00:00,2023-10-09T18:27:42.958898+00:00,Image,,"{""text"":""I believe these are the screenshots I was able to save documenting the visual traceroute output from Northern Florida on a darkweb VPN-ed tablet. The traceroutes from Florida sourced traffic through New Your and then Chicago give a nice idea around the time Trump was indicted in Manhattan. \n\nKevin Mitnick passed away this summer. He was mentioned in front of Trump in Chicago on Juneteenth of 2023. It's very strange how many leaders have passed away from pancreatic cancer since Trump took office (RGB, John Lewis, John McCain). Must be a big, big, big, big trending way to die (or something). See here: \n\n""},{""text"":""https://github.com/maxieds/ChameleonMiniLiveDebugger/issues/26#issuecomment-1722385007"",""link"":{""linkUrl"":""https://github.com/maxieds/ChameleonMiniLiveDebugger/issues/26#issuecomment-1722385007""}},{""text"":"" (Github-maxieds-ChameleonMiniLiveDebugger-issues-26-issuecomment1722385007)\n\nKevin was one of a kind. He will be missed in all of this!\n\n---- UPDATES (the next day) ----\n\nCheck out this previously unlisted video. I believe that all of the original videos in the (at)Kevin playlist from April of 2023 were unlisted. The source tablet was hooked up to some out-of-country darkweb VPN tethering that I could not control. YouTube conveniently omitted two of the thirty-five video shorts from view the last time I checked this year in the USA (wonder why? which ones didn't it like, and for what matters of convenience this year and the next? See above screenshot in post dated 2023-10-10):\n\n++ Visual Traceroute from Florida screen record: \n++ LINK: ""},{""text"":""https://youtu.be/cr2unkpp2Bc?si=8SI_IDToeA26oT-q"",""videoLink"":{""externalVideoId"":""cr2unkpp2Bc""}},{""text"":"" [VIDEO ID (EQUALS) cr2unkpp2Bc (WITH) si (EQUALS) 8SI_IDToeA26oT-q]\n\n++ Playlist for Kevin to replace the MacBook with a proper GlobalProtect VPN configuration that was stolen for cocaine money for New Years Eve 2022/2023 by a nasty middle school gym teacher who showed up in Bogota to harass me near Sean Penn and some others. The description has been updated today (RIP old men :):\n++ LINK: ""},{""text"":""https://youtube.com/playlist?list=PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC&si=8z6KQA8-GdiaoRAW"",""playlistLink"":{""externalPlaylistId"":""PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC""}},{""text"":"" [list (EQUALS) PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC (AMPERSAND) si (EQUALS) onGQ9JS86aMzbzTs]""}"
UgkxkTfiFVZroKyKci0azUsrvJk4Q4X3dZaJ,Everyone,2023-03-31T10:14:22.966482+00:00,UgkxkTfiFVZroKyKci0azUsrvJk4Q4X3dZaJ_image_1,1620,0.125 0 0.875 1,2160,UgkxkTfiFVZroKyKci0azUsrvJk4Q4X3dZaJ_image_2,1620,0.125 0 0.875 1,2160,UgkxkTfiFVZroKyKci0azUsrvJk4Q4X3dZaJ_image_3,1620,0.125 0 0.875 1,2160,UgkxkTfiFVZroKyKci0azUsrvJk4Q4X3dZaJ_image_4,1620,0.125 0 0.875 1,2160,,,,,2023-03-31T10:14:22.966482+00:00,2023-03-31T10:14:22.966482+00:00,Image,,"{""text"":""Got it, Jason? You remember your email addresses, correct? Reminder to check: ""},{""text"":""https://raw.githubusercontent.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/master/HiMyNameIsLuckyHiLucky/recent-emails-uiuc-ad.txt"",""link"":{""linkUrl"":""https://raw.githubusercontent.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/master/HiMyNameIsLuckyHiLucky/recent-emails-uiuc-ad.txt""}}"
UgkxaqZKsxCdvF3pNyFB0mHTS_aPUFe0g9Ql,Everyone,2023-03-31T06:33:28.597305+00:00,,,,,,,,,,,,,,,,,,,,,2023-03-31T06:33:28.597305+00:00,2023-03-31T06:33:28.597305+00:00,Video,aKX5IMoy-78,"{""text"":""@lucky225\n""},{""text"":""https://youtu.be/aKX5IMoy-78"",""videoLink"":{""externalVideoId"":""aKX5IMoy-78""}},{""text"":""\n""},{""text"":""https://youtu.be/xOkI2CmD2D8"",""videoLink"":{""externalVideoId"":""xOkI2CmD2D8""}},{""text"":""\nProps: ""},{""text"":""https://youtu.be/7D1jOB7QrpY"",""videoLink"":{""externalVideoId"":""7D1jOB7QrpY""}}"
Ugkxq2CAcAaKO5OC0_Y_OVpX-nJMy_WGmbiU,Everyone,2023-03-31T06:26:34.685114+00:00,Ugkxq2CAcAaKO5OC0_Y_OVpX-nJMy_WGmbiU_image,1620,0.125 0 0.875 1,2160,,,,,,,,,,,,,,,,,2023-03-31T06:26:34.685114+00:00,2023-03-31T06:26:34.685114+00:00,Image,,"{""text"":""Do you still love me? We signed a marriage license (this lifetime)... The kid, junior, is a Royal PITA (inquire).""}"
UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX,Everyone,2023-03-31T06:20:12.90075+00:00,UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX_image_1,1620,0.125 0 0.875 1,2160,UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX_image_2,1620,0.125 0 0.875 1,2160,UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX_image_3,1620,0.125 0 0.875 1,2160,UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX_image_4,1620,0.125 0 0.875 1,2160,UgkxW90Ar48LiiLCK3rpmHdUs8E8SifnSsrX_image_5,1620,0.125 0 0.875 1,2160,2023-03-31T06:20:12.90075+00:00,2023-03-31T06:20:12.90075+00:00,Image,,"{""text"":""Tell Jason staying nearby in Florida that we need to talk in person. He can check his gmail messages. Is our son supposed to RULE in Hell? Cf. ""},{""text"":""https://youtu.be/Z6BKsrasNU4"",""videoLink"":{""externalVideoId"":""Z6BKsrasNU4""}}"





