Jul  6 00:30:00 Drs-MacBook-Pro newsyslog[1057]: logfile turned over
Mon Jul  6 10:21:27.712 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 10:21:27.712 <kernel> en0: setting tx antenna: -1
Mon Jul  6 10:21:27.712 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 10:21:27.737 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 10:21:27.738 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 10:21:27.829 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 10:21:33.997 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Mon Jul  6 10:21:33.997 <kernel> wl0: setup_keepalive: Local IP: 192.168.152.111
Mon Jul  6 10:21:33.997 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Mon Jul  6 10:21:33.997 <kernel> wl0: setup_keepalive: Local port: 49255, Remote port: 5223
Mon Jul  6 10:21:33.997 <kernel> wl0: setup_keepalive: Seq: 3701831287, Ack: 403646929, Win size: 2048
Mon Jul  6 10:21:33.997 <kernel> wl0: MDNS: IPV4 Addr: 192.168.152.111
Mon Jul  6 10:21:33.997 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Mon Jul  6 10:21:33.997 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:18e6:e8c2:9e8d:5e55
Mon Jul  6 10:21:33.997 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:e060:7e6e:8ca6:b0d
Mon Jul  6 10:21:33.997 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Mon Jul  6 11:11:06.004 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 11:11:06.004 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 11:11:06.004 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 3701831287, Ack: 403646929, Win size: 2048
Mon Jul  6 11:11:06.004 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3701831287, Ack 403646929, Win size 249
Mon Jul  6 11:11:06.004 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 11:11:06.004 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 11:11:06.004 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 11:11:06.016 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 11:11:06.028 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 11:11:06.700 <kernel> en0: setting diversity to: -1
Mon Jul  6 11:11:06.700 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 11:11:06.700 <kernel> en0: setting tx antenna: -1
Mon Jul  6 11:11:06.700 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 11:11:06.726 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 11:11:06.735 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 11:11:06.816 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 11:11:10.663 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Mon Jul  6 11:11:10.663 <kernel> wl0: setup_keepalive: Local IP: 192.168.152.111
Mon Jul  6 11:11:10.663 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Mon Jul  6 11:11:10.663 <kernel> wl0: setup_keepalive: Local port: 49255, Remote port: 5223
Mon Jul  6 11:11:10.663 <kernel> wl0: setup_keepalive: Seq: 3701831381, Ack: 403646953, Win size: 2048
Mon Jul  6 11:11:10.663 <kernel> wl0: MDNS: IPV4 Addr: 192.168.152.111
Mon Jul  6 11:11:10.663 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Mon Jul  6 11:11:10.663 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:18e6:e8c2:9e8d:5e55
Mon Jul  6 11:11:10.663 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:e060:7e6e:8ca6:b0d
Mon Jul  6 11:11:10.663 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Mon Jul  6 12:05:06.001 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 12:05:06.001 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 12:05:06.001 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 3701831381, Ack: 403646953, Win size: 2048
Mon Jul  6 12:05:06.002 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3701831381, Ack 403646953, Win size 249
Mon Jul  6 12:05:06.002 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 12:05:06.002 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 12:05:06.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 12:05:06.036 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 12:05:06.047 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 12:05:06.704 <kernel> en0: setting diversity to: -1
Mon Jul  6 12:05:06.704 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 12:05:06.704 <kernel> en0: setting tx antenna: -1
Mon Jul  6 12:05:06.704 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 12:05:06.734 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 12:05:06.734 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 12:05:06.819 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 12:05:11.655 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Mon Jul  6 12:05:11.655 <kernel> wl0: setup_keepalive: Local IP: 192.168.152.111
Mon Jul  6 12:05:11.655 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Mon Jul  6 12:05:11.655 <kernel> wl0: setup_keepalive: Local port: 49255, Remote port: 5223
Mon Jul  6 12:05:11.655 <kernel> wl0: setup_keepalive: Seq: 3701831475, Ack: 403646977, Win size: 2047
Mon Jul  6 12:05:11.655 <kernel> wl0: MDNS: IPV4 Addr: 192.168.152.111
Mon Jul  6 12:05:11.655 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Mon Jul  6 12:05:11.655 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:18e6:e8c2:9e8d:5e55
Mon Jul  6 12:05:11.655 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:e060:7e6e:8ca6:b0d
Mon Jul  6 12:05:11.655 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Mon Jul  6 12:59:06.001 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 12:59:06.002 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 12:59:06.002 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 3701831475, Ack: 403646977, Win size: 2047
Mon Jul  6 12:59:06.002 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3701831475, Ack 403646977, Win size 249
Mon Jul  6 12:59:06.002 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 12:59:06.002 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 12:59:06.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 12:59:06.017 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 12:59:06.028 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 12:59:06.711 <kernel> en0: setting diversity to: -1
Mon Jul  6 12:59:06.712 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 12:59:06.712 <kernel> en0: setting tx antenna: -1
Mon Jul  6 12:59:06.712 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 12:59:06.738 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 12:59:06.738 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 12:59:06.826 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 12:59:11.431 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Mon Jul  6 12:59:11.431 <kernel> wl0: setup_keepalive: Local IP: 192.168.152.111
Mon Jul  6 12:59:11.431 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Mon Jul  6 12:59:11.431 <kernel> wl0: setup_keepalive: Local port: 49255, Remote port: 5223
Mon Jul  6 12:59:11.431 <kernel> wl0: setup_keepalive: Seq: 3701831569, Ack: 403647001, Win size: 2047
Mon Jul  6 12:59:11.431 <kernel> wl0: MDNS: IPV4 Addr: 192.168.152.111
Mon Jul  6 12:59:11.431 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Mon Jul  6 12:59:11.431 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:18e6:e8c2:9e8d:5e55
Mon Jul  6 12:59:11.431 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:e060:7e6e:8ca6:b0d
Mon Jul  6 12:59:11.431 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Mon Jul  6 13:53:06.002 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 13:53:06.004 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 13:53:06.006 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 3701831569, Ack: 403647001, Win size: 2047
Mon Jul  6 13:53:06.006 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3701831569, Ack 403647001, Win size 249
Mon Jul  6 13:53:06.006 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 13:53:06.006 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 13:53:06.006 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 13:53:06.038 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 13:53:06.049 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 13:53:06.716 <kernel> en0: setting diversity to: -1
Mon Jul  6 13:53:06.716 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 13:53:06.716 <kernel> en0: setting tx antenna: -1
Mon Jul  6 13:53:06.716 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 13:53:06.741 <airport[198]> ERROR: rapportd (413) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 13:53:06.748 <airport[198]> ERROR: sharingd (471) is not entitled for com.apple.wifi.join_history, will not allow request
Mon Jul  6 13:53:06.830 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 13:53:11.290 <kernel> wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10
Mon Jul  6 13:53:11.290 <kernel> wl0: setup_keepalive: Local IP: 192.168.152.111
Mon Jul  6 13:53:11.290 <kernel> wl0: setup_keepalive: Remote IP: 17.57.144.138
Mon Jul  6 13:53:11.290 <kernel> wl0: setup_keepalive: Local port: 49255, Remote port: 5223
Mon Jul  6 13:53:11.290 <kernel> wl0: setup_keepalive: Seq: 3701831663, Ack: 403647025, Win size: 2048
Mon Jul  6 13:53:11.290 <kernel> wl0: MDNS: IPV4 Addr: 192.168.152.111
Mon Jul  6 13:53:11.290 <kernel> wl0: MDNS: IPV6 Addr: fe80:0:0:0:47f:4ac7:538d:e07d
Mon Jul  6 13:53:11.290 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:18e6:e8c2:9e8d:5e55
Mon Jul  6 13:53:11.290 <kernel> wl0: MDNS: IPV6 Addr: 2600:382:1883:5a15:e060:7e6e:8ca6:b0d
Mon Jul  6 13:53:11.291 <kernel> wl0: MDNS: 0 SRV Recs, 0 TXT Recs
Mon Jul  6 14:47:06.001 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 14:47:06.001 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 14:47:06.001 <kernel> wl0: wl_update_tcpkeep_seq: Original Seq: 3701831663, Ack: 403647025, Win size: 2048
Mon Jul  6 14:47:06.001 <kernel> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3701831663, Ack 403647025, Win size 249
Mon Jul  6 14:47:06.001 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 14:47:06.001 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 14:47:06.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 14:47:06.015 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 14:47:06.022 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 14:47:06.711 <kernel> en0: link down event, informing supplicant.
Mon Jul  6 14:47:06.711 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Mon Jul  6 14:47:06.711  Mon Jul  6 14:47:06.715 <kernel> en0: setting diversity to: -1
Mon Jul  6 14:47:06.715 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 14:47:06.715 <kernel> en0: setting tx antenna: -1
Mon Jul  6 14:47:06.715 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 14:47:06.715 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Mon Jul  6 14:47:06.764 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Mon Jul  6 14:47:06.764 <airport[198]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Mon Jul  6 14:47:06.764 <airport[198]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Mon Jul  6 14:47:06.808 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Mon Jul  6 14:47:06.836 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 16:47:11.001 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 16:47:11.002 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 16:47:11.002 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 16:47:11.002 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 16:47:11.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 16:47:11.016 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 16:47:11.025 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 16:47:11.712 <kernel> en0: setting diversity to: -1
Mon Jul  6 16:47:11.712 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 16:47:11.713 <kernel> en0: setting tx antenna: -1
Mon Jul  6 16:47:11.713 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 16:47:11.828 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 18:46:34.001 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 18:46:34.001 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 18:46:34.001 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 18:46:34.001 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 18:46:34.001 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 18:46:34.016 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Mon Jul  6 18:46:34.024 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Mon Jul  6 18:46:34.700 <kernel> en0: setting diversity to: -1
Mon Jul  6 18:46:34.700 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 18:46:34.700 <kernel> en0: setting tx antenna: -1
Mon Jul  6 18:46:34.700 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 18:46:34.815 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 20:46:41.779 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 20:46:41.914 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 20:46:41.914 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 20:46:41.914 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 20:46:41.914 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 20:46:41.914 <kernel> en0: setting diversity to: -1
Mon Jul  6 20:46:41.914 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 20:46:41.914 <kernel> en0: setting tx antenna: -1
Mon Jul  6 20:46:41.914 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 20:46:42.671 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Mon Jul  6 22:22:29.536 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Mon Jul  6 22:22:29.586 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Mon Jul  6 22:22:29.586 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
Mon Jul  6 22:22:29.586 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable], in_fatal_err[0]
Mon Jul  6 22:22:29.586 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
Mon Jul  6 22:22:29.616 <kernel> en0: setting diversity to: -1
Mon Jul  6 22:22:29.617 <kernel> en0: Error configuring antenna diversity (index = -1).
Mon Jul  6 22:22:29.617 <kernel> en0: setting tx antenna: -1
Mon Jul  6 22:22:29.617 <kernel> en0: Error configuring transmit antenna (index = -1).
Mon Jul  6 22:22:30.225 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Tue Jul  7 12:16:33.456 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Tue Jul  7 12:16:33.495 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Tue Jul  7 12:16:33.495 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Tue Jul  7 12:16:33.495 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Tue Jul  7 12:16:33.593 <kernel> en0: setting diversity to: -1
Tue Jul  7 12:16:33.593 <kernel> en0: Error configuring antenna diversity (index = -1).
Tue Jul  7 12:16:33.593 <kernel> en0: setting tx antenna: -1
Tue Jul  7 12:16:33.594 <kernel> en0: Error configuring transmit antenna (index = -1).
Tue Jul  7 12:16:34.264 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Tue Jul  7 20:52:28.002 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Tue Jul  7 20:52:28.002 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Tue Jul  7 20:52:28.008 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Tue Jul  7 20:52:28.008 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Tue Jul  7 20:52:28.171 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Tue Jul  7 20:52:28.762 <kernel> en0: setting diversity to: -1
Tue Jul  7 20:52:28.762 <kernel> en0: Error configuring antenna diversity (index = -1).
Tue Jul  7 20:52:28.762 <kernel> en0: setting tx antenna: -1
Tue Jul  7 20:52:28.762 <kernel> en0: Error configuring transmit antenna (index = -1).
Tue Jul  7 20:52:28.772 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Tue Jul  7 20:52:28.772 <kernel> wl0: setAWDL_PEER_TRAFFIC_REGISTRATION: active 0, roam_off: 1, err 0 roam_start_set 0 forced_roam_set 0
Tue Jul  7 20:52:28.781 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source handleIoctlGated calling peerManager->disable
Tue Jul  7 20:52:28.871 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Wed Jul  8 10:07:31.394 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Wed Jul  8 10:07:31.395 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Wed Jul  8 10:07:31.395 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Wed Jul  8 10:07:31.395 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Wed Jul  8 10:07:31.525 <kernel> en0: setting diversity to: -1
Wed Jul  8 10:07:31.525 <kernel> en0: Error configuring antenna diversity (index = -1).
Wed Jul  8 10:07:31.525 <kernel> en0: setting tx antenna: -1
Wed Jul  8 10:07:31.525 <kernel> en0: Error configuring transmit antenna (index = -1).
Wed Jul  8 10:07:32.275 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Wed Jul  8 14:37:30.002 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Wed Jul  8 14:37:30.162 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Wed Jul  8 14:37:30.172 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Wed Jul  8 14:37:30.172 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Wed Jul  8 14:37:30.172 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Wed Jul  8 14:37:30.172 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Wed Jul  8 14:37:30.747 <kernel> en0: setting diversity to: -1
Wed Jul  8 14:37:30.747 <kernel> en0: Error configuring antenna diversity (index = -1).
Wed Jul  8 14:37:30.748 <kernel> en0: setting tx antenna: -1
Wed Jul  8 14:37:30.748 <kernel> en0: Error configuring transmit antenna (index = -1).
Wed Jul  8 14:37:30.866 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 00:07:33.424 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 00:07:33.427 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 00:07:33.427 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Thu Jul  9 00:07:33.427 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Thu Jul  9 00:07:33.619 <kernel> en0: setting diversity to: -1
Thu Jul  9 00:07:33.619 <kernel> en0: Error configuring antenna diversity (index = -1).
Thu Jul  9 00:07:33.619 <kernel> en0: setting tx antenna: -1
Thu Jul  9 00:07:33.619 <kernel> en0: Error configuring transmit antenna (index = -1).
Thu Jul  9 00:07:34.312 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 01:22:32.002 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 01:22:32.002 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 01:22:32.002 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Thu Jul  9 01:22:32.002 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Thu Jul  9 01:22:32.020 <airport[198]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Thu Jul  9 01:22:32.030 <kernel>  IOCTL (from pid 198) not recognized: 381 out of 380
Thu Jul  9 01:22:32.737 <kernel> en0: setting diversity to: -1
Thu Jul  9 01:22:32.737 <kernel> en0: Error configuring antenna diversity (index = -1).
Thu Jul  9 01:22:32.737 <kernel> en0: setting tx antenna: -1
Thu Jul  9 01:22:32.737 <kernel> en0: Error configuring transmit antenna (index = -1).
Thu Jul  9 01:22:32.854 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 05:30:34.400 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Thu Jul  9 05:30:34.436 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Thu Jul  9 05:30:34.436 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Thu Jul  9 05:30:34.436 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Thu Jul  9 05:30:34.579 <kernel> en0: setting diversity to: -1
Thu Jul  9 05:30:34.579 <kernel> en0: Error configuring antenna diversity (index = -1).
Thu Jul  9 05:30:34.579 <kernel> en0: setting tx antenna: -1
Thu Jul  9 05:30:34.579 <kernel> en0: Error configuring transmit antenna (index = -1).
Thu Jul  9 05:30:37.407 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Thu Jul  9 06:44:38.003 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
